Item ID,Item Name,,Economy,Double,"Single/
ICU","Classic 
Deluxe",Suite,,,,
Cardiology,CA33,,15100,18100,21700,26100,28700,,,,
Cardiology,CA34,,19400,23300,27900,33500,36900,,,,
Cardiology,CA35,,3200,3800,4600,5500,6100,,,,
Cardiology,CA36,,24000,28800,34600,41500,45700,,,,
Cardiology,CA37,,10600,12700,15300,18300,20100,,,,
Cardiology,CA38,,16800,20200,24200,29000,31900,,,,
Cardiology,CA39,,18000,21600,25900,31100,34200,,,,
Cardiology,CA40,,39700,47600,57200,68600,75500,,,,
Cardiology,CA41,,39700,47600,57300,68600,75500,,,,
Cardiology,CA42,,4800,5800,6900,8300,9100,,,,
Cardiology,CA43,,15100,18100,21700,26100,28700,,,,
Cardiology,CA44,,15100,18100,21700,26100,28700,,,,
Endoscopy,END01,,82700,99200,119100,142900,157200,,,,
Endoscopy,END02,,15600,19100,24300,29000,31900,,,,
Endoscopy,END03,,22000,26800,34100,40900,45000,,,,
Endoscopy,END04,,15600,19100,24300,29000,31900,,,,
Endoscopy,END05,,15600,19100,24300,29000,31900,,,,
Endoscopy,END06,,22000,26800,34100,40900,45000,,,,
Endoscopy,END07,,9500,11500,14700,17600,19300,,,,
Endoscopy,END08,,9500,11500,14700,17600,19300,,,,
Endoscopy,END09,,15600,19100,24300,29000,31900,,,,
Endoscopy,END10,,15600,19100,24300,29000,31900,,,,
Endoscopy,END11,,9500,11500,14700,17600,19300,,,,
Endoscopy,END12,,9500,11500,14700,17600,19300,,,,
Endoscopy,END13,,9500,11500,14700,17600,19300,,,,
Endoscopy,END14,,9500,11500,14700,17600,19300,,,,
Endoscopy,END15,,2300,2800,3500,4300,4700,,,,
Endoscopy,END16,,9500,11500,14700,17600,19300,,,,
Endoscopy,END17,,11900,14600,18500,22200,24400,,,,
Endoscopy,END18,,9500,11500,14700,17600,19300,,,,
Endoscopy,END19,,9500,11500,14700,17600,19300,,,,
Endoscopy,END20,,9500,11500,14700,17600,19300,,,,
Endoscopy,END21,,9500,11500,14700,17600,19300,,,,
Endoscopy,END22,,11200,13400,16100,19400,21300,,,,
Endoscopy,END23,,11200,13400,16100,19400,21300,,,,
Endoscopy,END24,,11200,13400,16100,19400,21300,,,,
Endoscopy,END25,,30000,36000,43200,51800,57000,,,,
Endoscopy,END26,,9500,11500,14700,17600,19300,,,,
Endoscopy,END27,,13800,16560,20700,22080,26220,,,,
ENT,ENT01,,13600,16300,19600,23500,25900,,,,
ENT,ENT02,,6400,7700,9200,11000,12100,,,,
ENT,ENT03,,13600,16300,19600,23500,25900,,,,
ENT,ENT04,,15200,18200,21900,26200,28800,,,,
ENT,ENT05,,4800,5800,6900,8300,9100,,,,
ENT,ENT06,,4000,4800,5800,6900,7600,,,,
ENT,ENT07,,5600,6700,8100,9700,10700,,,,
ENT,ENT08,,9600,11500,13800,16600,18300,,,,
ENT,ENT09,,12000,14400,17300,20700,22800,,,,
ENT,ENT10,,4800,5800,6900,8300,9100,,,,
ENT,ENT11,,6000,7200,8600,10400,11400,,,,
ENT,ENT12,,4500,5400,6500,7800,8600,,,,
ENT,ENT13,,4500,5400,6500,7800,8600,,,,
ENT,ENT14,,4000,4800,5800,6900,7600,,,,
ENT,ENT15,,5000,6000,7200,8600,9500,,,,
ENT,ENT16,,5000,6000,7200,8600,9500,,,,
ENT,ENT17,,5500,6600,7900,9500,10500,,,,
ENT,ENT18,,19000,22800,27400,32800,36100,,,,
ENT,ENT19,,6000,7200,8600,10400,11400,,,,
ENT,ENT20,,22000,26400,31700,38000,41800,,,,
ENT,ENT21,,6400,7700,9200,11000,12100,,,,
ENT,ENT22,,20000,24000,28800,34600,38100,,,,
ENT,ENT23,,27900,33500,40200,48200,53000,,,,
ENT,ENT24,,31100,37300,44800,53700,59100,,,,
ENT,ENT25,,19000,22800,27400,32800,36100,,,,
ENT,ENT26,,22000,26400,31700,38000,41800,,,,
ENT,ENT27,,3500,4200,5000,6000,6600,,,,
ENT,ENT28,,3500,4200,5000,6000,6600,,,,
ENT,ENT29,,5500,6600,7900,9500,10500,,,,
ENT,ENT30,,5000,6000,7200,8600,9500,,,,
ENT,ENT31,,2500,3000,3600,4300,2700,,,,
ENT,ENT32,,27400,32800,39400,47300,52000,,,,
ENT,ENT33,,22000,26400,31700,38000,41800,,,,
ENT,ENT34,,43400,52100,62500,75000,82500,,,,
ENT,ENT35,,6000,7200,8600,10400,11400,,,,
ENT,ENT36,,6000,7200,8600,10400,11400,,,,
ENT,ENT37,,34200,41000,49200,59100,65000,,,,
ENT,ENT38,,6000,7200,8600,10400,11400,,,,
ENT,ENT39,,12000,14400,17300,20700,22800,,,,
ENT,ENT40,,49600,59500,71400,85700,94300,,,,
ENT,ENT41,,13000,15600,18700,22500,24800,,,,
ENT,ENT42,,19000,22800,27400,32800,36100,,,,
ENT,ENT43,,4800,5800,6900,8300,9100,,,,
ENT,ENT44,,27900,33500,40200,48200,53000,,,,
ENT,ENT45,,12000,14400,17300,20700,22800,,,,
ENT,ENT46,,13000,15600,18700,22500,24800,,,,
ENT,ENT47,,16000,19200,23000,27600,30400,,,,
ENT,ENT48,,5000,6000,7200,8600,9500,,,,
ENT,ENT49,,5500,6600,7900,9500,10500,,,,
ENT,ENT50,,43400,52100,62500,75000,82500,,,,
ENT,ENT51,,17000,20400,24500,29400,32300,,,,
ENT,ENT52,,22000,26400,31700,38000,41800,,,,
ENT,ENT53,,22000,26400,31700,38000,41800,,,,
ENT,ENT54,,4800,5800,6900,8300,9100,,,,
ENT,ENT55,,22000,26400,31700,38000,41800,,,,
ENT,ENT56,,18000,21600,25900,31100,34200,,,,
ENT,ENT57,,3500,4200,5000,6000,6600,,,,
ENT,ENT58,,6000,7200,8600,10400,11400,,,,
ENT,ENT59,,5000,6000,7200,8600,9500,,,,
ENT,ENT60,,3500,4200,5000,6000,6600,,,,
ENT,ENT61,,3500,4200,5000,6000,6600,,,,
ENT,ENT62,,3500,4200,5000,6000,6600,,,,
ENT,ENT63,,20000,24000,28800,34600,38100,,,,
ENT,ENT64,,3500,4200,5000,6000,6600,,,,
ENT,ENT65,,6000,7200,8600,10400,11400,,,,
ENT,ENT66,,5000,6000,7200,8600,9500,,,,
ENT,ENT67,,5000,6000,7200,8600,9500,,,,
ENT,ENT68,,3500,4200,5000,6000,6600,,,,
ENT,ENT69,,3500,4200,5000,6000,6600,,,,
ENT,ENT70,,3500,4200,5000,6000,6600,,,,
ENT,ENT71,,22000,26400,31700,38000,41800,,,,
ENT,ENT72,,5500,6600,7900,9500,10500,,,,
ENT,ENT73,,13000,15600,18700,22500,24800,,,,
ENT,ENT74,,37200,44600,53600,64300,70700,,,,
ENT,ENT75,,37200,44600,53600,64300,70700,,,,
ENT,ENT76,,10400,12500,15000,18000,19800,,,,
ENT,ENT77,,22000,26400,31700,38000,41800,,,,
ENT,ENT78,,24800,29800,35700,42900,47200,,,,
ENT,ENT79,,12000,14400,17300,20700,22800,,,,
ENT,ENT80,,3500,4200,5000,6000,6600,,,,
ENT,ENT81,,8000,9600,11500,13800,15200,,,,
ENT,ENT82,,24800,29800,35700,42900,47200,,,,
ENT,ENT83,,20000,24000,28800,34600,38100,,,,
ENT,ENT84,,17000,20400,24500,29400,32300,,,,
ENT,ENT85,,5000,6000,7200,8600,9500,,,,
ENT,ENT86,,5000,6000,7200,8600,9500,,,,
ENT,ENT87,,13600,16300,19600,23500,25900,,,,
ENT,ENT88,,13000,15600,18700,22500,24800,,,,
ENT,ENT89,,7000,8400,10100,12100,13300,,,,
ENT,ENT90,,22000,26400,31700,38000,41800,,,,
ENT,ENT91,,9600,11500,13800,16600,18300,,,,
ENT,ENT92,,6400,7700,9200,11000,12100,,,,
ENT,ENT93,,13600,16300,19600,23500,25900,,,,
ENT,ENT94,,12000,14400,17300,20700,22800,,,,
ENT,ENT95,,13600,16300,19600,23500,25900,,,,
ENT,ENT96,,4800,5800,6900,8300,9100,,,,
ENT,ENT97,,17600,21100,25400,30400,33400,,,,
ENT,ENT98,,16000,19200,23000,27700,30500,,,,
ENT,ENT99,,22300,26800,32200,38600,42500,,,,
ENT,ENT100,,24900,29800,35800,43000,47300,,,,
ENT,ENT101,,15200,18200,21900,26200,28800,,,,
ENT,ENT102,,4000,4800,5800,6900,7600,,,,
ENT,ENT103,,2800,3400,4000,4800,5300,,,,
ENT,ENT104,,17000,20400,24500,29400,32300,,,,
ENT,ENT105,,3400,4000,4800,5200,5700,,,,
ENT,ENT106,,16000,19200,23000,27700,30500,,,,
ENT,ENT107,,2800,3400,4000,4800,5300,,,,
ENT,ENT108,,4000,4800,5800,6900,7600,,,,
ENT,ENT109,,4000,4800,5800,6900,7600,,,,
ENT,ENT110,,2800,3400,4000,4800,5300,,,,
ENT,ENT111,,2800,3400,4000,4800,5300,,,,
ENT,ENT112,,2800,3400,4000,4800,5300,,,,
ENT,ENT113,,17600,21100,25400,30400,33400,,,,
ENT,ENT114,,4400,5300,6300,7600,8400,,,,
ENT,ENT115,,1800,2300,2800,3400,3700,,,,
ENT,ENT116,,10400,12500,15000,18000,19800,,,,
ENT,ENT117,,3500,4200,5000,6000,6600,,,,
ENT,ENT118,,13000,15600,18700,22500,24800,,,,
ENT,ENT119,,2000,3000,4000,5000,6000,,,,
ENT,ENT120,,31100,37300,44800,53700,59100,,,,
ENT,ENT121,,20000,24000,28800,34600,38100,,,,
ENT,ENT122,,31100,37300,44800,53700,59100,,,,
ENT,ENT123,,24800,29800,35700,42900,47200,,,,
ENT,ENT124,,31100,37300,44800,53700,59100,,,,
ENT,ENT125,,31100,37300,44800,53700,59100,,,,
ENT,ENT126,,59900,71900,86300,103500,113900,,,,
ENT,ENT127,,22000,26400,31700,38000,41800,,,,
ENT,ENT128,,19000,22800,27400,32800,36100,,,,
ENT,ENT129,,13000,15600,18700,22500,24800,,,,
ENT,ENT130,,3500,4200,5000,6000,6600,,,,
ENT,ENT131,,3500,4200,5000,6000,6600,,,,
ENT,ENT132,,34200,41000,49200,59100,65000,,,,
ENT,ENT133,,43400,52100,62500,75000,82500,,,,
ENT,ENT134,,20000,24000,28800,34600,38100,,,,
ENT,ENT135,,3700,4500,5800,7300,8000,,,,
ENT,ENT136,,17000,20400,24500,29400,32300,,,,
ENT,ENT137,,17000,20400,24500,29400,32300,,,,
ENT,ENT138,,17000,20400,24500,29400,32300,,,,
ENT,ENT139,,20000,24000,28800,34600,38100,,,,
ENT,ENT140,,15000,18000,21600,25900,28500,,,,
ENT,ENT141,,27900,33500,40200,48200,53000,,,,
ENT,ENT142,,10000,12000,14400,17300,19000,,,,
ENT,ENT143,,27900,33500,40200,48200,53000,,,,
ENT,ENT144,,17000,20400,24500,29400,32300,,,,
ENT,ENT145,,15000,18000,21600,25900,28500,,,,
ENT,ENT146,,17000,20400,24500,29400,32300,,,,
ENT,ENT147,,15000,18000,21600,25900,28500,,,,
ENT,ENT148,,20000,24000,28800,34600,38100,,,,
ENT,ENT149,,5000,6000,7200,8600,9500,,,,
ENT,ENT150,,5000,6000,7200,8600,9500,,,,
ENT,ENT151,,6000,7200,8600,10400,11400,,,,
ENT,ENT152,,6000,7200,8600,10400,11400,,,,
ENT,ENT153,,10000,12000,14400,17300,19000,,,,
ENT,ENT154,,24800,29800,35700,42900,47200,,,,
ENT,ENT155,,20000,24000,28800,34600,38100,,,,
ENT,ENT156,,8000,9600,11500,13800,15200,,,,
ENT,ENT157,,5000,6000,7200,8600,9500,,,,
ENT,ENT158,,6000,7200,8600,10400,11400,,,,
ENT,ENT159,,22000,26400,31700,38000,41800,,,,
ENT,ENT160,,20000,24000,28800,34600,38100,,,,
ENT,ENT161,,22000,26400,31700,38000,41800,,,,
ENT,ENT162,,22000,26400,31700,38000,41800,,,,
ENT,ENT163,,15000,18000,21600,25900,28500,,,,
ENT,ENT164,,8000,9600,11500,13800,15200,,,,
ENT,ENT165,,18000,21600,25900,31100,34200,,,,
ENT,ENT166,,24800,29800,35700,42900,47200,,,,
ENT,ENT167,,20000,24000,28800,34600,38100,,,,
ENT,ENT168,,15000,18000,21600,25900,28500,,,,
ENT,ENT169,,24800,29800,35700,42900,47200,,,,
ENT,ENT170,,43400,52100,62500,75000,82500,,,,
ENT,ENT171,,22000,26400,31700,38000,41800,,,,
ENT,ENT172,,17000,20400,24500,29400,32300,,,,
ENT,ENT173,,8000,9600,11520,13824,16589,,,,
General Surgery,GS01,,6000,7200,8600,10400,11400,,,,
General Surgery,GS02,,5000,6200,7600,9400,10400,,,,
General Surgery,GS03,,1200,1400,1700,2100,2300,,,,
General Surgery,GS04,,1800,2200,2600,3100,3400,,,,
General Surgery,GS05,,20000,24000,28800,34600,38100,,,,
General Surgery,GS06,,7400,8900,10700,12800,14100,,,,
General Surgery,GS07,,25800,31000,37200,44600,49100,,,,
General Surgery,GS08,,50000,61000,77600,93100,102400,,,,
General Surgery,GS09,,21600,25900,31100,37300,41000,,,,
General Surgery,GS10,,18400,22100,26500,31800,35000,,,,
General Surgery,GS11,,11900,14600,18500,22200,24400,,,,
General Surgery,GS12,,18400,22100,26500,31800,35000,,,,
General Surgery,GS13,,4800,5800,6900,8300,9100,,,,
General Surgery,GS14,,2700,3200,3900,4700,5200,,,,
General Surgery,GS15,,4800,5800,6900,8300,9100,,,,
General Surgery,GS16,,18400,22100,26500,31800,35000,,,,
General Surgery,GS17,,33100,39700,47700,57200,62900,,,,
General Surgery,GS18,,18400,22400,28500,33800,37200,,,,
General Surgery,GS19,,33100,39700,47700,57200,62900,,,,
General Surgery,GS20,,25800,31000,37200,44600,49100,,,,
General Surgery,GS21,,14000,16800,20200,24200,26600,,,,
General Surgery,GS22,,25800,31000,37200,44600,49100,,,,
General Surgery,GS23,,8800,10600,12700,15200,16700,,,,
General Surgery,GS24,,29500,35400,42500,51000,56100,,,,
General Surgery,GS25,,25800,31000,37200,44600,49100,,,,
General Surgery,GS26,,12500,15000,18000,21600,23800,,,,
General Surgery,GS27,,29500,35400,42500,51000,56100,,,,
General Surgery,GS28,,15600,19100,24300,29000,31900,,,,
General Surgery,GS29,,18400,22400,28500,33800,37200,,,,
General Surgery,GS30,,25800,31000,37200,44600,49100,,,,
General Surgery,GS31,,21600,25900,31100,37300,41000,,,,
General Surgery,GS32,,41400,49700,59600,71500,78700,,,,
General Surgery,GS33,,25800,31000,37200,44600,49100,,,,
General Surgery,GS34,,62300,74800,89700,107700,118500,,,,
General Surgery,GS35,,29500,35400,42500,51000,56100,,,,
General Surgery,GS36,,29500,35400,42500,51000,56100,,,,
General Surgery,GS37,,25800,31000,37200,44600,49100,,,,
General Surgery,GS38,,21600,25900,31100,37300,41000,,,,
General Surgery,GS39,,21600,25900,31100,37300,41000,,,,
General Surgery,GS40,,21600,25900,31100,37300,41000,,,,
General Surgery,GS41,,29500,35400,42500,51000,56100,,,,
General Surgery,GS42,,25800,31000,37200,44600,49100,,,,
General Surgery,GS43,,1300,1600,1900,2200,2400,,,,
General Surgery,GS44,,29500,35400,42500,51000,56100,,,,
General Surgery,GS45,,25800,31000,37200,44600,49100,,,,
General Surgery,GS46,,33100,39700,47700,57200,62900,,,,
General Surgery,GS47,,25800,31000,37200,44600,49100,,,,
General Surgery,GS48,,40400,48500,58200,69800,76800,,,,
General Surgery,GS49,,29500,35400,42500,51000,56100,,,,
General Surgery,GS50,,33100,39700,47700,57200,62900,,,,
General Surgery,GS51,,18400,22100,26500,31800,35000,,,,
General Surgery,GS52,,18400,22100,26500,31800,35000,,,,
General Surgery,GS53,,29500,35400,42500,51000,56100,,,,
General Surgery,GS54,,2700,3200,3900,4700,5200,,,,
General Surgery,GS55,,18400,22100,26500,31800,35000,,,,
General Surgery,GS56,,21600,25900,31100,37300,41000,,,,
General Surgery,GS57,,28100,34300,43600,52400,57600,,,,
General Surgery,GS58,,28500,34200,41000,49200,54100,,,,
General Surgery,GS59,,21600,25900,31100,37300,41000,,,,
General Surgery,GS60,,2700,3200,3900,4700,5200,,,,
General Surgery,GS61,,2300,2800,3500,4300,4700,,,,
General Surgery,GS62,,6000,7200,8600,10400,11400,,,,
General Surgery,GS63,,2800,3400,4000,4800,5300,,,,
General Surgery,GS64,,9500,11500,14700,17600,19300,,,,
General Surgery,GS65,,1200,1400,1700,2100,2300,,,,
General Surgery,GS66,,6000,7200,8600,10400,11400,,,,
General Surgery,GS67,,4800,5800,6900,8300,9100,,,,
General Surgery,GS68,,6000,7200,8600,10400,11400,,,,
General Surgery,GS69,,20000,24000,28800,34600,38100,,,,
General Surgery,GS70,,21600,25900,31100,37300,41000,,,,
General Surgery,GS71,,16200,19400,23300,28000,30800,,,,
General Surgery,GS72,,15600,19100,24300,29000,31900,,,,
General Surgery,GS73,,2700,3200,3900,4700,5200,,,,
General Surgery,GS74,,20000,24000,28800,34600,38100,,,,
General Surgery,GS75,,25800,31000,37200,44600,49100,,,,
General Surgery,GS76,,21600,25900,31100,37300,41000,,,,
General Surgery,GS77,,12000,14400,17300,20700,22800,,,,
General Surgery,GS78,,25800,31000,37200,44600,49100,,,,
General Surgery,GS79,,20000,24000,28800,34600,38100,,,,
General Surgery,GS80,,18400,22100,26500,31800,35000,,,,
General Surgery,GS81,,9500,11500,14700,17600,19300,,,,
General Surgery,GS82,,16200,19400,23300,28000,30800,,,,
General Surgery,GS83,,20000,24000,28800,34600,38100,,,,
General Surgery,GS84,,33100,39700,47700,57200,62900,,,,
General Surgery,GS85,,25800,31000,37200,44600,49100,,,,
General Surgery,GS86,,11200,13400,16100,19400,21300,,,,
General Surgery,GS87,,8800,10600,12700,15200,16700,,,,
General Surgery,GS88,,18400,22400,28500,33800,37200,,,,
General Surgery,GS89,,29500,35400,42500,51000,56100,,,,
General Surgery,GS90,,29500,35400,42500,51000,56100,,,,
General Surgery,GS91,,14000,16800,20200,24200,26600,,,,
General Surgery,GS92,,8000,9600,11500,13800,15200,,,,
General Surgery,GS93,,7500,9200,11700,14000,15400,,,,
General Surgery,GS94,,8800,10600,12700,15200,16700,,,,
General Surgery,GS95,,16200,19400,23300,28000,30800,,,,
General Surgery,GS96,,12800,15700,19900,23900,26300,,,,
General Surgery,GS97,,3500,4300,5400,6500,7100,,,,
General Surgery,GS98,,9900,11900,14300,17100,18800,,,,
General Surgery,GS99,,2200,2600,3200,3800,4200,,,,
General Surgery,GS100,,2200,2600,3200,3800,4200,,,,
General Surgery,GS101,,7500,5000,6000,7300,8000,,,,
General Surgery,GS102,,12800,15700,19900,23900,26300,,,,
General Surgery,GS103,,8800,10600,12700,15200,16700,,,,
General Surgery,GS104,,21600,25900,31100,37300,41000,,,,
General Surgery,GS105,,21600,25900,31100,37300,41000,,,,
General Surgery,GS106,,21600,25900,31100,37300,41000,,,,
General Surgery,GS107,,20000,24000,28800,34600,38100,,,,
General Surgery,GS108,,21600,25900,31100,37300,41000,,,,
General Surgery,GS109,,14000,16800,20200,24200,26600,,,,
General Surgery,GS110,,15100,18100,21700,26100,28700,,,,
General Surgery,GS111,,25800,31000,37200,44600,49100,,,,
General Surgery,GS112,,8800,10600,12700,15200,16700,,,,
General Surgery,GS113,,21600,25900,31100,37300,41000,,,,
General Surgery,GS114,,1000,1300,1600,1900,2100,,,,
General Surgery,GS115,,3500,4300,5400,6500,7100,,,,
General Surgery,GS116,,13100,16000,20300,24400,35600,,,,
General Surgery,GS117,,5000,6100,7800,9400,10300,,,,
General Surgery,GS118,,10600,13000,16500,19800,21800,,,,
General Surgery,GS119,,8800,10600,12700,15200,16700,,,,
General Surgery,GS120,,1800,2200,2600,3100,3400,,,,
General Surgery,GS121,,19800,23800,28600,34300,37700,,,,
General Surgery,GS122,,20000,24000,28800,34600,38100,,,,
General Surgery,GS123,,2200,2600,3200,3800,4200,,,,
General Surgery,GS124,,1800,2300,2900,3400,3800,,,,
General Surgery,GS125,,2200,2600,3200,3800,4200,,,,
General Surgery,GS126,,11200,13400,16100,19400,21300,,,,
General Surgery,GS127,,58700,70400,84500,101400,111500,,,,
General Surgery,GS128,,16200,19400,23300,28000,30800,,,,
General Surgery,GS129,,1200,1400,1700,2100,2300,,,,
General Surgery,GS130,,20000,24000,28800,34600,38100,,,,
General Surgery,GS131,,9600,11500,13800,16600,18300,,,,
General Surgery,GS132,,14000,16800,20200,24200,26600,,,,
General Surgery,GS133,,18400,22100,26500,31800,35000,,,,
General Surgery,GS134,,2200,2600,3200,3800,4200,,,,
General Surgery,GS135,,17000,20700,26300,31600,34700,,,,
General Surgery,GS136,,800,1000,1200,1400,1500,,,,
General Surgery,GS137,,800,1000,1200,1400,1500,,,,
General Surgery,GS138,,800,1000,1200,1400,1500,,,,
General Surgery,GS139,,800,1000,1200,1400,1500,,,,
General Surgery,GS140,,16000,19200,23000,27700,30500,,,,
General Surgery,GS141,,2200,2600,3200,3800,4200,,,,
General Surgery,GS142,,15200,18200,21900,26300,28900,,,,
General Surgery,GS143,,800,1000,1200,1400,1500,,,,
General Surgery,GS144,,64500,77400,92900,111500,122700,,,,
General Surgery,GS145,,21600,25900,31100,37300,41000,,,,
General Surgery,GS146,,21600,25900,31100,37300,41000,,,,
General Surgery,GS147,,17000,20700,26300,31600,34700,,,,
General Surgery,GS148,,18400,22400,28500,33800,37200,,,,
General Surgery,GS149,,22000,26800,34100,40900,45000,,,,
General Surgery,GS150,,20000,24000,28800,34600,38100,,,,
General Surgery,GS151,,25800,31000,37200,44600,49100,,,,
General Surgery,GS152,,21600,25900,31100,37300,41000,,,,
General Surgery,GS153,,21600,25900,31100,37300,41000,,,,
General Surgery,GS154,,10400,12500,15000,18000,19800,,,,
General Surgery,GS155,,14000,16800,20200,24200,26600,,,,
General Surgery,GS156,,13800,16800,21300,25600,28100,,,,
General Surgery,GS157,,12000,14400,17300,20700,22800,,,,
General Surgery,GS158,,6000,7200,8600,10400,11400,,,,
General Surgery,GS159,,2700,3200,3900,4700,5200,,,,
General Surgery,GS160,,11200,13400,16100,19400,21300,,,,
General Surgery,GS161,,11200,13400,16100,19400,21300,,,,
General Surgery,GS162,,16200,19400,23300,28000,30800,,,,
General Surgery,GS163,,14000,16800,20200,24200,26600,,,,
General Surgery,GS164,,12000,14400,17300,20700,22800,,,,
General Surgery,GS165,,2500,3000,3600,4300,4700,,,,
General Surgery,GS166,,18400,22100,26500,31800,35000,,,,
General Surgery,GS167,,11900,14600,18500,22200,24400,,,,
General Surgery,GS168,,8800,10600,12700,15200,16700,,,,
General Surgery,GS169,,2200,2600,3200,3800,4200,,,,
General Surgery,GS170,,18400,22100,26500,31800,35000,,,,
General Surgery,GS171,,21600,25900,31100,37300,41000,,,,
General Surgery,GS172,,5600,6700,8100,9700,10700,,,,
General Surgery,GS173,,14000,16800,20200,24200,26600,,,,
General Surgery,GS174,,800,1000,1200,1400,1500,,,,
General Surgery,GS175,,25800,31000,37200,44600,49100,,,,
General Surgery,GS176,,2700,3200,3900,4700,5200,,,,
General Surgery,GS177,,1800,2200,2600,3100,3400,,,,
General Surgery,GS178,,14000,16800,20200,24200,26600,,,,
General Surgery,GS179,,12000,16000,20000,24000,28000,,,,
General Surgery,GS180,,22000,26800,34100,40900,45000,,,,
General Surgery,GS181,,21600,25900,31100,37300,41000,,,,
General Surgery,GS182,,38700,55050,58720,69730,73400,,,,
General Surgery,GS183,,22000,26800,34100,40900,45000,,,,
General Surgery,GS184,,18400,22100,26500,31800,35000,,,,
General Surgery,GS185,,14000,16800,20200,24200,26600,,,,
General Surgery,GS186,,21600,25900,31100,37300,41000,,,,
General Surgery,GS187,,21600,25900,31100,37300,41000,,,,
General Surgery,GS188,,11200,13400,16100,19400,21300,,,,
General Surgery,GS189,,6000,7200,8600,10400,10400,,,,
General Surgery,GS190,,9500,11500,14700,17600,19300,,,,
General Surgery,GS191,,15600,19100,24300,29000,42400,,,,
General Surgery,GS192,,29500,35400,42500,51000,56100,,,,
General Surgery,GS193,,4000,4800,5800,6900,7600,,,,
General Surgery,GS194,,21600,25900,31100,37300,41000,,,,
General Surgery,GS195,,29500,35400,42500,51000,56100,,,,
General Surgery,GS196,,18400,22100,26500,31800,35000,,,,
General Surgery,GS197,,800,1000,1200,1400,1500,,,,
General Surgery,GS198,,12600,14400,17300,31800,35000,,,,
General Surgery,GS199,,21600,25900,31100,37300,41000,,,,
General Surgery,GS200,,3600,4300,5200,6200,6800,,,,
General Surgery,GS201,,2200,2600,3200,3800,4200,,,,
General Surgery,GS202,,2200,2600,3200,3800,4200,,,,
General Surgery,GS203,,6000,7200,8600,10400,11400,,,,
General Surgery,GS204,,6200,7400,8900,10700,11800,,,,
General Surgery,GS205,,14000,16800,20200,24200,26600,,,,
General Surgery,GS206,,16200,19400,23300,28000,30800,,,,
General Surgery,GS207,,21600,25900,31100,37300,41000,,,,
General Surgery,GS208,,16200,19400,23300,28000,30800,,,,
General Surgery,GS209,,21600,25900,31100,37300,41000,,,,
General Surgery,GS210,,12000,14400,17300,20700,22800,,,,
General Surgery,GS211,,22300,26800,32200,38600,42500,,,,
General Surgery,GS212,,16000,19200,23000,27700,30500,,,,
General Surgery,GS213,,21600,25900,31100,37300,41000,,,,
General Surgery,GS214,,2700,3200,3900,4700,5200,,,,
General Surgery,GS215,,800,1000,1200,1400,1500,,,,
General Surgery,GS216,,200,200,300,300,300,,,,
General Surgery,GS217,,1200,1400,1700,2100,2300,,,,
General Surgery,GS218,,2500,3500,4500,5500,6500,,,,
General Surgery,GS219,,14000,16800,20200,24200,26600,,,,
General Surgery,GS220,,11200,13400,16100,19400,21300,,,,
General Surgery,GS221,,9500,11500,13800,16400,19600,,,,
General Surgery,GS222,,14000,16800,20200,24200,26600,,,,
General Surgery,GS223,,6000,7200,8600,10400,11400,,,,
General Surgery,GS224,,16200,19400,23300,28000,30800,,,,
General Surgery,GS225,,4000,4800,5800,6900,7600,,,,
General Surgery,GS226,,6000,7200,8600,10400,11400,,,,
General Surgery,GS227,,7500,9200,11700,14000,15400,,,,
General Surgery,GS228,,3600,4300,5200,6200,6800,,,,
General Surgery,GS229,,7400,8900,10700,12800,14100,,,,
General Surgery,GS230,,12800,15700,19900,23900,26300,,,,
General Surgery,GS231,,31400,38300,48600,58300,64200,,,,
General Surgery,GS232,,18400,22400,28500,33800,37200,,,,
General Surgery,GS233,,18400,22100,26500,31800,35000,,,,
General Surgery,GS234,,21600,25900,31100,37300,41000,,,,
General Surgery,GS235,,21600,25900,31100,37300,41000,,,,
General Surgery,GS236,,17000,20700,26300,31600,34700,,,,
General Surgery,GS237,,2200,2600,3200,3800,4200,,,,
General Surgery,GS238,,18400,22100,26500,31800,35000,,,,
General Surgery,GS239,,1200,1400,1700,2100,2300,,,,
General Surgery,GS240,,14000,16800,20200,24200,26600,,,,
General Surgery,GS241,,16200,19400,23300,28000,30800,,,,
General Surgery,GS242,,6000,7200,8600,10400,11400,,,,
General Surgery,GS243,,3500,4300,5400,6500,7100,,,,
General Surgery,GS244,,6700,8000,9600,11600,12800,,,,
General Surgery,GS245,,21600,25900,31100,37300,41000,,,,
General Surgery,GS246,,18400,22100,26500,31800,35000,,,,
General Surgery,GS247,,14000,16800,20200,24200,26600,,,,
General Surgery,GS248,,16200,19400,23300,28000,30800,,,,
General Surgery,GS249,,20000,24000,28800,34600,38100,,,,
General Surgery,GS250,,4000,4800,5800,6900,7600,,,,
General Surgery,GS251,,29500,35400,42500,51000,56100,,,,
General Surgery,GS252,,25800,31000,37200,44600,49100,,,,
General Surgery,GS253,,22000,26800,34100,40900,45000,,,,
General Surgery,GS254,,8800,10600,12700,15200,16700,,,,
General Surgery,GS255,,15600,19100,24300,29000,31900,,,,
General Surgery,GS256,,2200,2600,3200,3800,4200,,,,
General Surgery,GS257,,3600,4300,5200,6200,6800,,,,
General Surgery,GS258,,6000,7200,8600,10400,11400,,,,
General Surgery,GS259,,17000,20700,26300,31600,34700,,,,
